Measure,Domain,Decile,Ethnicity,Ethnicity_type,Geography,Geography_type,Geography_code,Value,Value_type,Numerator,Denominator
Percentage of people living in these neighbourhoods,Education Deprivation,40% to 50%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,13.5,%,79500,591016
Percentage of people living in these neighbourhoods,Education Deprivation,50% to 60%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,13,%,76826,591016
Percentage of people living in these neighbourhoods,Education Deprivation,60% to 70%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,10.7,%,63264,591016
Percentage of people living in these neighbourhoods,Education Deprivation,70% to 80%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,8.4,%,49429,591016
Percentage of people living in these neighbourhoods,Education Deprivation,80% to 90%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,6.6,%,38950,591016
Percentage of people living in these neighbourhoods,Education Deprivation,10% least deprived,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,4.9,%,29038,591016
Percentage of people living in these neighbourhoods,Health Deprivation,10% most deprived,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,7.8,%,46217,591016
Percentage of people living in these neighbourhoods,Health Deprivation,10% to 20%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,11.7,%,69042,591016
Percentage of people living in these neighbourhoods,Health Deprivation,20% to 30%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,13.9,%,82371,591016
Percentage of people living in these neighbourhoods,Health Deprivation,30% to 40%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,14,%,82518,591016
Percentage of people living in these neighbourhoods,Health Deprivation,40% to 50%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,13.3,%,78355,591016
Percentage of people living in these neighbourhoods,Health Deprivation,50% to 60%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,11.6,%,68336,591016
Percentage of people living in these neighbourhoods,Health Deprivation,60% to 70%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,9.5,%,55872,591016
Percentage of people living in these neighbourhoods,Health Deprivation,70% to 80%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,8.7,%,51685,591016
Percentage of people living in these neighbourhoods,Health Deprivation,80% to 90%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,5.6,%,32940,591016
Percentage of people living in these neighbourhoods,Health Deprivation,10% least deprived,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,4,%,23680,591016
Percentage of people living in these neighbourhoods,Crime Deprivation,10% most deprived,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,13.6,%,80627,591016
Percentage of people living in these neighbourhoods,Crime Deprivation,10% to 20%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,18.2,%,107301,591016
Percentage of people living in these neighbourhoods,Crime Deprivation,20% to 30%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,17.7,%,104343,591016
Percentage of people living in these neighbourhoods,Crime Deprivation,30% to 40%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,15.9,%,93742,591016
Percentage of people living in these neighbourhoods,Crime Deprivation,40% to 50%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,12.8,%,75459,591016
Percentage of people living in these neighbourhoods,Crime Deprivation,50% to 60%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,8.6,%,50923,591016
Percentage of people living in these neighbourhoods,Crime Deprivation,60% to 70%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,6,%,35199,591016
Percentage of people living in these neighbourhoods,Crime Deprivation,70% to 80%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,3.7,%,21611,591016
Percentage of people living in these neighbourhoods,Crime Deprivation,80% to 90%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,2.2,%,13145,591016
Percentage of people living in these neighbourhoods,Crime Deprivation,10% least deprived,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,1.5,%,8666,591016
Percentage of people living in these neighbourhoods,Housing Deprivation,10% most deprived,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,29.2,%,172783,591016
Percentage of people living in these neighbourhoods,Housing Deprivation,10% to 20%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,22,%,129833,591016
Percentage of people living in these neighbourhoods,Housing Deprivation,20% to 30%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,15.5,%,91374,591016
Percentage of people living in these neighbourhoods,Housing Deprivation,30% to 40%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,10.5,%,62290,591016
Percentage of people living in these neighbourhoods,Housing Deprivation,40% to 50%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,7.2,%,42510,591016
Percentage of people living in these neighbourhoods,Housing Deprivation,50% to 60%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,5.3,%,31161,591016
Percentage of people living in these neighbourhoods,Housing Deprivation,60% to 70%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,3.8,%,22322,591016
Percentage of people living in these neighbourhoods,Housing Deprivation,70% to 80%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,2.9,%,16971,591016
Percentage of people living in these neighbourhoods,Housing Deprivation,80% to 90%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,2.2,%,13019,591016
Percentage of people living in these neighbourhoods,Housing Deprivation,10% least deprived,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,1.5,%,8753,591016
Percentage of people living in these neighbourhoods,Environment Deprivation,10% most deprived,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,14,%,82773,591016
Percentage of people living in these neighbourhoods,Environment Deprivation,10% to 20%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,21.9,%,129435,591016
Percentage of people living in these neighbourhoods,Environment Deprivation,20% to 30%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,20.3,%,119706,591016
Percentage of people living in these neighbourhoods,Environment Deprivation,30% to 40%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,15.5,%,91387,591016
Percentage of people living in these neighbourhoods,Environment Deprivation,40% to 50%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,10.3,%,60627,591016
Percentage of people living in these neighbourhoods,Environment Deprivation,50% to 60%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,6.3,%,37444,591016
Percentage of people living in these neighbourhoods,Environment Deprivation,60% to 70%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,4.4,%,26165,591016
Percentage of people living in these neighbourhoods,Environment Deprivation,70% to 80%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,3.2,%,18652,591016
Percentage of people living in these neighbourhoods,Environment Deprivation,80% to 90%,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,2.4,%,14447,591016
Percentage of people living in these neighbourhoods,Environment Deprivation,10% least deprived,Black Caribbean,ONS 2011 18+1,England,Country,E92000001,1.8,%,10380,591016
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% most deprived,White British,ONS 2011 18+1,England,Country,E92000001,9.1,%,3841600,42279236
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% to 20%,White British,ONS 2011 18+1,England,Country,E92000001,8.7,%,3673534,42279236
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,20% to 30%,White British,ONS 2011 18+1,England,Country,E92000001,8.9,%,3771788,42279236
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,30% to 40%,White British,ONS 2011 18+1,England,Country,E92000001,9.5,%,4033961,42279236
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,40% to 50%,White British,ONS 2011 18+1,England,Country,E92000001,10,%,4248179,42279236
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,50% to 60%,White British,ONS 2011 18+1,England,Country,E92000001,10.4,%,4402895,42279236
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,60% to 70%,White British,ONS 2011 18+1,England,Country,E92000001,10.6,%,4475212,42279236
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,70% to 80%,White British,ONS 2011 18+1,England,Country,E92000001,10.8,%,4583372,42279236
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,80% to 90%,White British,ONS 2011 18+1,England,Country,E92000001,10.9,%,4613142,42279236
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% least deprived,White British,ONS 2011 18+1,England,Country,E92000001,11,%,4635553,42279236
Percentage of people living in these neighbourhoods,Income Deprivation,10% most deprived,White British,ONS 2011 18+1,England,Country,E92000001,8.7,%,3670721,42279236
Percentage of people living in these neighbourhoods,Income Deprivation,10% to 20%,White British,ONS 2011 18+1,England,Country,E92000001,8.7,%,3682708,42279236
Percentage of people living in these neighbourhoods,Income Deprivation,20% to 30%,White British,ONS 2011 18+1,England,Country,E92000001,9.1,%,3859328,42279236
Percentage of people living in these neighbourhoods,Income Deprivation,30% to 40%,White British,ONS 2011 18+1,England,Country,E92000001,9.5,%,4013597,42279236
Percentage of people living in these neighbourhoods,Income Deprivation,40% to 50%,White British,ONS 2011 18+1,England,Country,E92000001,10,%,4208748,42279236
Percentage of people living in these neighbourhoods,Income Deprivation,50% to 60%,White British,ONS 2011 18+1,England,Country,E92000001,10.4,%,4412179,42279236
Percentage of people living in these neighbourhoods,Income Deprivation,60% to 70%,White British,ONS 2011 18+1,England,Country,E92000001,10.8,%,4560120,42279236
Percentage of people living in these neighbourhoods,Income Deprivation,70% to 80%,White British,ONS 2011 18+1,England,Country,E92000001,11,%,4639553,42279236
Percentage of people living in these neighbourhoods,Income Deprivation,80% to 90%,White British,ONS 2011 18+1,England,Country,E92000001,11.1,%,4677242,42279236
Percentage of people living in these neighbourhoods,Income Deprivation,10% least deprived,White British,ONS 2011 18+1,England,Country,E92000001,10.8,%,4555040,42279236
Percentage of people living in these neighbourhoods,Employment Deprivation,10% most deprived,White British,ONS 2011 18+1,England,Country,E92000001,9.6,%,4054046,42279236
Percentage of people living in these neighbourhoods,Employment Deprivation,10% to 20%,White British,ONS 2011 18+1,England,Country,E92000001,9.2,%,3868664,42279236
Percentage of people living in these neighbourhoods,Employment Deprivation,20% to 30%,White British,ONS 2011 18+1,England,Country,E92000001,9.3,%,3947907,42279236
Percentage of people living in these neighbourhoods,Employment Deprivation,30% to 40%,White British,ONS 2011 18+1,England,Country,E92000001,9.6,%,4055582,42279236
Percentage of people living in these neighbourhoods,Employment Deprivation,40% to 50%,White British,ONS 2011 18+1,England,Country,E92000001,9.8,%,4161329,42279236
Percentage of people living in these neighbourhoods,Employment Deprivation,50% to 60%,White British,ONS 2011 18+1,England,Country,E92000001,10.1,%,4273131,42279236
Percentage of people living in these neighbourhoods,Employment Deprivation,60% to 70%,White British,ONS 2011 18+1,England,Country,E92000001,10.3,%,4375811,42279236
Percentage of people living in these neighbourhoods,Employment Deprivation,70% to 80%,White British,ONS 2011 18+1,England,Country,E92000001,10.7,%,4543450,42279236
Percentage of people living in these neighbourhoods,Employment Deprivation,80% to 90%,White British,ONS 2011 18+1,England,Country,E92000001,10.8,%,4554244,42279236
Percentage of people living in these neighbourhoods,Employment Deprivation,10% least deprived,White British,ONS 2011 18+1,England,Country,E92000001,10.5,%,4445072,42279236
Percentage of people living in these neighbourhoods,Education Deprivation,10% most deprived,White British,ONS 2011 18+1,England,Country,E92000001,9.7,%,4091897,42279236
Percentage of people living in these neighbourhoods,Education Deprivation,10% to 20%,White British,ONS 2011 18+1,England,Country,E92000001,9.8,%,4159042,42279236
Percentage of people living in these neighbourhoods,Education Deprivation,20% to 30%,White British,ONS 2011 18+1,England,Country,E92000001,9.9,%,4203226,42279236
Percentage of people living in these neighbourhoods,Education Deprivation,30% to 40%,White British,ONS 2011 18+1,England,Country,E92000001,9.8,%,4159138,42279236
Percentage of people living in these neighbourhoods,Education Deprivation,40% to 50%,White British,ONS 2011 18+1,England,Country,E92000001,9.9,%,4204377,42279236
Percentage of people living in these neighbourhoods,Education Deprivation,50% to 60%,White British,ONS 2011 18+1,England,Country,E92000001,9.9,%,4203302,42279236
Percentage of people living in these neighbourhoods,Education Deprivation,60% to 70%,White British,ONS 2011 18+1,England,Country,E92000001,10.1,%,4288285,42279236
Percentage of people living in these neighbourhoods,Education Deprivation,70% to 80%,White British,ONS 2011 18+1,England,Country,E92000001,10.3,%,4369785,42279236
Percentage of people living in these neighbourhoods,Education Deprivation,80% to 90%,White British,ONS 2011 18+1,England,Country,E92000001,10.4,%,4382633,42279236
